,y_true,y_pred,y_true_label,y_pred_label
1011,48,48,ORCHARD SWALLOW,ORCHARD SWALLOW
1012,48,48,ORCHARD SWALLOW,ORCHARD SWALLOW
1013,16,16,CHESTNUT,CHESTNUT
1014,48,48,ORCHARD SWALLOW,ORCHARD SWALLOW
1015,21,21,COMMON WOOD-NYMPH,COMMON WOOD-NYMPH
1016,65,65,SOOTYWING,SOOTYWING
1017,56,56,PURPLISH COPPER,PURPLISH COPPER
1018,28,28,EASTERN PINE ELFIN,EASTERN PINE ELFIN
1019,62,62,SCARCE SWALLOW,SCARCE SWALLOW
1020,31,31,GREAT EGGFLY,GREAT EGGFLY
1021,74,74,ZEBRA LONG WING,ZEBRA LONG WING
1022,63,63,SILVER SPOT SKIPPER,SILVER SPOT SKIPPER
1023,52,52,PINE WHITE,PINE WHITE
1024,49,49,PAINTED LADY,PAINTED LADY
1025,6,6,BANDED ORANGE HELICONIAN,BANDED ORANGE HELICONIAN
1026,31,31,GREAT EGGFLY,GREAT EGGFLY
1027,64,68,SLEEPY ORANGE,TROPICAL LEAFWING
1028,20,20,COMMON BANDED AWL,COMMON BANDED AWL
1029,73,73,YELLOW SWALLOW TAIL,YELLOW SWALLOW TAIL
1030,42,42,METALMARK,METALMARK
1031,5,5,ATALA,ATALA
1032,19,19,CLOUDED SULPHUR,CLOUDED SULPHUR
1033,40,40,MANGROVE SKIPPER,MANGROVE SKIPPER
1034,55,55,PURPLE HAIRSTREAK,PURPLE HAIRSTREAK
1035,6,6,BANDED ORANGE HELICONIAN,BANDED ORANGE HELICONIAN
1036,27,27,EASTERN DAPPLE WHITE,EASTERN DAPPLE WHITE
1037,54,32,POPINJAY,GREAT JAY
1038,5,5,ATALA,ATALA
1039,58,58,RED ADMIRAL,RED ADMIRAL
1040,13,13,CABBAGE WHITE,CABBAGE WHITE
1041,73,73,YELLOW SWALLOW TAIL,YELLOW SWALLOW TAIL
1042,42,42,METALMARK,METALMARK
1043,56,56,PURPLISH COPPER,PURPLISH COPPER
1044,74,74,ZEBRA LONG WING,ZEBRA LONG WING
1045,25,25,DANAID EGGFLY,DANAID EGGFLY
1046,58,58,RED ADMIRAL,RED ADMIRAL
1047,51,51,PEACOCK,PEACOCK
1048,60,60,RED POSTMAN,RED POSTMAN
1049,16,16,CHESTNUT,CHESTNUT
1050,20,20,COMMON BANDED AWL,COMMON BANDED AWL
1051,66,19,SOUTHERN DOGFACE,CLOUDED SULPHUR
1052,31,31,GREAT EGGFLY,GREAT EGGFLY
1053,5,5,ATALA,ATALA
1054,56,56,PURPLISH COPPER,PURPLISH COPPER
1055,26,68,EASTERN COMA,TROPICAL LEAFWING
1056,1,1,AFRICAN GIANT SWALLOWTAIL,AFRICAN GIANT SWALLOWTAIL
1057,72,72,WOOD SATYR,WOOD SATYR
1058,22,34,COPPER TAIL,GREY HAIRSTREAK
1059,52,52,PINE WHITE,PINE WHITE
1060,53,53,PIPEVINE SWALLOW,PIPEVINE SWALLOW
1061,51,51,PEACOCK,PEACOCK
1062,19,19,CLOUDED SULPHUR,CLOUDED SULPHUR
1063,1,1,AFRICAN GIANT SWALLOWTAIL,AFRICAN GIANT SWALLOWTAIL
1064,65,65,SOOTYWING,SOOTYWING
1065,8,8,BECKERS WHITE,BECKERS WHITE
1066,66,66,SOUTHERN DOGFACE,SOUTHERN DOGFACE
1067,3,3,AN 88,AN 88
1068,18,18,CLODIUS PARNASSIAN,CLODIUS PARNASSIAN
1069,10,10,BLUE MORPHO,BLUE MORPHO
1070,70,70,ULYSES,ULYSES
1071,2,46,AMERICAN SNOOT,ORANGE OAKLEAF
1072,12,12,BROWN SIPROETA,BROWN SIPROETA
1073,30,30,GOLD BANDED,GOLD BANDED
1074,45,45,MOURNING CLOAK,MOURNING CLOAK
1075,55,34,PURPLE HAIRSTREAK,GREY HAIRSTREAK
1076,29,16,ELBOWED PIERROT,CHESTNUT
1077,15,15,CHECQUERED SKIPPER,CHECQUERED SKIPPER
1078,13,13,CABBAGE WHITE,CABBAGE WHITE
1079,54,54,POPINJAY,POPINJAY
1080,72,46,WOOD SATYR,ORANGE OAKLEAF
1081,63,63,SILVER SPOT SKIPPER,SILVER SPOT SKIPPER
1082,60,60,RED POSTMAN,RED POSTMAN
1083,40,40,MANGROVE SKIPPER,MANGROVE SKIPPER
1084,26,26,EASTERN COMA,EASTERN COMA
1085,62,62,SCARCE SWALLOW,SCARCE SWALLOW
1086,14,14,CAIRNS BIRDWING,CAIRNS BIRDWING
1087,9,9,BLACK HAIRSTREAK,BLACK HAIRSTREAK
1088,61,61,RED SPOTTED PURPLE,RED SPOTTED PURPLE
1089,2,2,AMERICAN SNOOT,AMERICAN SNOOT
1090,67,67,STRAITED QUEEN,STRAITED QUEEN
1091,37,37,JULIA,JULIA
1092,14,14,CAIRNS BIRDWING,CAIRNS BIRDWING
1093,32,32,GREAT JAY,GREAT JAY
1094,58,58,RED ADMIRAL,RED ADMIRAL
1095,70,70,ULYSES,ULYSES
1096,5,5,ATALA,ATALA
1097,25,25,DANAID EGGFLY,DANAID EGGFLY
1098,59,59,RED CRACKER,RED CRACKER
1099,7,7,BANDED PEACOCK,BANDED PEACOCK
1100,43,43,MILBERTS TORTOISESHELL,MILBERTS TORTOISESHELL
1101,5,5,ATALA,ATALA
1102,63,63,SILVER SPOT SKIPPER,SILVER SPOT SKIPPER
1103,22,22,COPPER TAIL,COPPER TAIL
1104,70,70,ULYSES,ULYSES
1105,26,26,EASTERN COMA,EASTERN COMA
1106,48,48,ORCHARD SWALLOW,ORCHARD SWALLOW
1107,40,40,MANGROVE SKIPPER,MANGROVE SKIPPER
1108,35,53,INDRA SWALLOW,PIPEVINE SWALLOW
1109,45,45,MOURNING CLOAK,MOURNING CLOAK
1110,38,38,LARGE MARBLE,LARGE MARBLE
1111,23,23,CRECENT,CRECENT
1112,68,21,TROPICAL LEAFWING,COMMON WOOD-NYMPH
1113,6,6,BANDED ORANGE HELICONIAN,BANDED ORANGE HELICONIAN
1114,72,46,WOOD SATYR,ORANGE OAKLEAF
1115,15,15,CHECQUERED SKIPPER,CHECQUERED SKIPPER
1116,55,55,PURPLE HAIRSTREAK,PURPLE HAIRSTREAK
1117,13,13,CABBAGE WHITE,CABBAGE WHITE
1118,47,47,ORANGE TIP,ORANGE TIP
1119,63,63,SILVER SPOT SKIPPER,SILVER SPOT SKIPPER
1120,56,56,PURPLISH COPPER,PURPLISH COPPER
1121,5,5,ATALA,ATALA
1122,69,69,TWO BARRED FLASHER,TWO BARRED FLASHER
1123,32,32,GREAT JAY,GREAT JAY
1124,44,44,MONARCH,MONARCH
1125,12,12,BROWN SIPROETA,BROWN SIPROETA
1126,3,3,AN 88,AN 88
1127,21,21,COMMON WOOD-NYMPH,COMMON WOOD-NYMPH
1128,28,28,EASTERN PINE ELFIN,EASTERN PINE ELFIN
1129,39,39,MALACHITE,MALACHITE
1130,71,71,VICEROY,VICEROY
1131,60,60,RED POSTMAN,RED POSTMAN
1132,68,68,TROPICAL LEAFWING,TROPICAL LEAFWING
1133,23,23,CRECENT,CRECENT
1134,69,69,TWO BARRED FLASHER,TWO BARRED FLASHER
1135,26,26,EASTERN COMA,EASTERN COMA
1136,17,17,CLEOPATRA,CLEOPATRA
1137,36,36,IPHICLUS SISTER,IPHICLUS SISTER
1138,46,46,ORANGE OAKLEAF,ORANGE OAKLEAF
1139,34,34,GREY HAIRSTREAK,GREY HAIRSTREAK
1140,61,61,RED SPOTTED PURPLE,RED SPOTTED PURPLE
1141,37,37,JULIA,JULIA
1142,18,18,CLODIUS PARNASSIAN,CLODIUS PARNASSIAN
1143,58,58,RED ADMIRAL,RED ADMIRAL
1144,39,39,MALACHITE,MALACHITE
1145,6,6,BANDED ORANGE HELICONIAN,BANDED ORANGE HELICONIAN
1146,22,56,COPPER TAIL,PURPLISH COPPER
1147,18,18,CLODIUS PARNASSIAN,CLODIUS PARNASSIAN
1148,18,18,CLODIUS PARNASSIAN,CLODIUS PARNASSIAN
1149,60,60,RED POSTMAN,RED POSTMAN
1150,22,22,COPPER TAIL,COPPER TAIL
1151,62,62,SCARCE SWALLOW,SCARCE SWALLOW
1152,9,9,BLACK HAIRSTREAK,BLACK HAIRSTREAK
1153,18,18,CLODIUS PARNASSIAN,CLODIUS PARNASSIAN
1154,74,74,ZEBRA LONG WING,ZEBRA LONG WING
1155,61,61,RED SPOTTED PURPLE,RED SPOTTED PURPLE
1156,34,34,GREY HAIRSTREAK,GREY HAIRSTREAK
1157,41,41,MESTRA,MESTRA
1158,72,72,WOOD SATYR,WOOD SATYR
1159,0,0,ADONIS,ADONIS
1160,64,19,SLEEPY ORANGE,CLOUDED SULPHUR
1161,45,45,MOURNING CLOAK,MOURNING CLOAK
1162,23,23,CRECENT,CRECENT
1163,3,3,AN 88,AN 88
1164,32,32,GREAT JAY,GREAT JAY
1165,14,14,CAIRNS BIRDWING,CAIRNS BIRDWING
1166,34,34,GREY HAIRSTREAK,GREY HAIRSTREAK
1167,7,7,BANDED PEACOCK,BANDED PEACOCK
1168,33,33,GREEN CELLED CATTLEHEART,GREEN CELLED CATTLEHEART
1169,38,27,LARGE MARBLE,EASTERN DAPPLE WHITE
1170,12,12,BROWN SIPROETA,BROWN SIPROETA
1171,25,25,DANAID EGGFLY,DANAID EGGFLY
1172,35,35,INDRA SWALLOW,INDRA SWALLOW
1173,73,53,YELLOW SWALLOW TAIL,PIPEVINE SWALLOW
1174,70,70,ULYSES,ULYSES
1175,13,13,CABBAGE WHITE,CABBAGE WHITE
1176,29,29,ELBOWED PIERROT,ELBOWED PIERROT
1177,51,51,PEACOCK,PEACOCK
1178,56,56,PURPLISH COPPER,PURPLISH COPPER
1179,19,19,CLOUDED SULPHUR,CLOUDED SULPHUR
1180,42,42,METALMARK,METALMARK
1181,14,14,CAIRNS BIRDWING,CAIRNS BIRDWING
1182,55,0,PURPLE HAIRSTREAK,ADONIS
1183,36,36,IPHICLUS SISTER,IPHICLUS SISTER
1184,11,11,BLUE SPOTTED CROW,BLUE SPOTTED CROW
1185,36,36,IPHICLUS SISTER,IPHICLUS SISTER
1186,61,61,RED SPOTTED PURPLE,RED SPOTTED PURPLE
1187,49,49,PAINTED LADY,PAINTED LADY
1188,65,65,SOOTYWING,SOOTYWING
1189,10,10,BLUE MORPHO,BLUE MORPHO
1190,18,18,CLODIUS PARNASSIAN,CLODIUS PARNASSIAN
1191,3,3,AN 88,AN 88
1192,17,17,CLEOPATRA,CLEOPATRA
1193,35,35,INDRA SWALLOW,INDRA SWALLOW
1194,5,5,ATALA,ATALA
1195,1,1,AFRICAN GIANT SWALLOWTAIL,AFRICAN GIANT SWALLOWTAIL
1196,32,32,GREAT JAY,GREAT JAY
1197,13,13,CABBAGE WHITE,CABBAGE WHITE
1198,57,57,QUESTION MARK,QUESTION MARK
1199,17,17,CLEOPATRA,CLEOPATRA
1200,59,59,RED CRACKER,RED CRACKER
1201,15,15,CHECQUERED SKIPPER,CHECQUERED SKIPPER
1202,73,73,YELLOW SWALLOW TAIL,YELLOW SWALLOW TAIL
1203,20,20,COMMON BANDED AWL,COMMON BANDED AWL
1204,66,19,SOUTHERN DOGFACE,CLOUDED SULPHUR
1205,52,52,PINE WHITE,PINE WHITE
1206,53,53,PIPEVINE SWALLOW,PIPEVINE SWALLOW
1207,61,61,RED SPOTTED PURPLE,RED SPOTTED PURPLE
1208,55,55,PURPLE HAIRSTREAK,PURPLE HAIRSTREAK
1209,31,31,GREAT EGGFLY,GREAT EGGFLY
1210,59,59,RED CRACKER,RED CRACKER
1211,43,43,MILBERTS TORTOISESHELL,MILBERTS TORTOISESHELL
1212,63,63,SILVER SPOT SKIPPER,SILVER SPOT SKIPPER
1213,27,27,EASTERN DAPPLE WHITE,EASTERN DAPPLE WHITE
1214,40,70,MANGROVE SKIPPER,ULYSES
1215,71,71,VICEROY,VICEROY
1216,49,49,PAINTED LADY,PAINTED LADY
1217,4,4,APPOLLO,APPOLLO
1218,31,31,GREAT EGGFLY,GREAT EGGFLY
1219,33,33,GREEN CELLED CATTLEHEART,GREEN CELLED CATTLEHEART
1220,22,56,COPPER TAIL,PURPLISH COPPER
1221,18,19,CLODIUS PARNASSIAN,CLOUDED SULPHUR
1222,34,34,GREY HAIRSTREAK,GREY HAIRSTREAK
1223,24,24,CRIMSON PATCH,CRIMSON PATCH
1224,31,31,GREAT EGGFLY,GREAT EGGFLY
1225,69,20,TWO BARRED FLASHER,COMMON BANDED AWL
1226,16,16,CHESTNUT,CHESTNUT
1227,24,24,CRIMSON PATCH,CRIMSON PATCH
1228,31,31,GREAT EGGFLY,GREAT EGGFLY
1229,54,54,POPINJAY,POPINJAY
1230,37,37,JULIA,JULIA
1231,60,60,RED POSTMAN,RED POSTMAN
1232,8,8,BECKERS WHITE,BECKERS WHITE
1233,30,30,GOLD BANDED,GOLD BANDED
1234,55,55,PURPLE HAIRSTREAK,PURPLE HAIRSTREAK
1235,59,59,RED CRACKER,RED CRACKER
1236,1,32,AFRICAN GIANT SWALLOWTAIL,GREAT JAY
1237,36,36,IPHICLUS SISTER,IPHICLUS SISTER
1238,31,31,GREAT EGGFLY,GREAT EGGFLY
1239,6,6,BANDED ORANGE HELICONIAN,BANDED ORANGE HELICONIAN
1240,32,32,GREAT JAY,GREAT JAY
1241,47,47,ORANGE TIP,ORANGE TIP
1242,10,10,BLUE MORPHO,BLUE MORPHO
1243,26,26,EASTERN COMA,EASTERN COMA
1244,18,18,CLODIUS PARNASSIAN,CLODIUS PARNASSIAN
1245,52,52,PINE WHITE,PINE WHITE
1246,64,64,SLEEPY ORANGE,SLEEPY ORANGE
1247,48,48,ORCHARD SWALLOW,ORCHARD SWALLOW
1248,3,3,AN 88,AN 88
1249,21,21,COMMON WOOD-NYMPH,COMMON WOOD-NYMPH
1250,4,4,APPOLLO,APPOLLO
1251,60,60,RED POSTMAN,RED POSTMAN
1252,68,68,TROPICAL LEAFWING,TROPICAL LEAFWING
1253,54,54,POPINJAY,POPINJAY
1254,37,37,JULIA,JULIA
1255,68,68,TROPICAL LEAFWING,TROPICAL LEAFWING
1256,32,32,GREAT JAY,GREAT JAY
1257,19,19,CLOUDED SULPHUR,CLOUDED SULPHUR
1258,65,2,SOOTYWING,AMERICAN SNOOT
1259,23,15,CRECENT,CHECQUERED SKIPPER
1260,45,45,MOURNING CLOAK,MOURNING CLOAK
1261,52,52,PINE WHITE,PINE WHITE
1262,10,10,BLUE MORPHO,BLUE MORPHO
1263,42,42,METALMARK,METALMARK
1264,14,14,CAIRNS BIRDWING,CAIRNS BIRDWING
1265,55,46,PURPLE HAIRSTREAK,ORANGE OAKLEAF
1266,54,54,POPINJAY,POPINJAY
1267,64,64,SLEEPY ORANGE,SLEEPY ORANGE
1268,17,17,CLEOPATRA,CLEOPATRA
1269,14,14,CAIRNS BIRDWING,CAIRNS BIRDWING
1270,22,34,COPPER TAIL,GREY HAIRSTREAK
1271,38,13,LARGE MARBLE,CABBAGE WHITE
1272,19,19,CLOUDED SULPHUR,CLOUDED SULPHUR
1273,4,4,APPOLLO,APPOLLO
1274,38,38,LARGE MARBLE,LARGE MARBLE
1275,14,14,CAIRNS BIRDWING,CAIRNS BIRDWING
1276,8,8,BECKERS WHITE,BECKERS WHITE
1277,21,21,COMMON WOOD-NYMPH,COMMON WOOD-NYMPH
1278,27,27,EASTERN DAPPLE WHITE,EASTERN DAPPLE WHITE
1279,43,43,MILBERTS TORTOISESHELL,MILBERTS TORTOISESHELL
1280,55,55,PURPLE HAIRSTREAK,PURPLE HAIRSTREAK
1281,57,26,QUESTION MARK,EASTERN COMA
1282,21,21,COMMON WOOD-NYMPH,COMMON WOOD-NYMPH
1283,67,67,STRAITED QUEEN,STRAITED QUEEN
1284,21,21,COMMON WOOD-NYMPH,COMMON WOOD-NYMPH
1285,27,27,EASTERN DAPPLE WHITE,EASTERN DAPPLE WHITE
1286,40,53,MANGROVE SKIPPER,PIPEVINE SWALLOW
1287,9,9,BLACK HAIRSTREAK,BLACK HAIRSTREAK
1288,19,64,CLOUDED SULPHUR,SLEEPY ORANGE
1289,29,29,ELBOWED PIERROT,ELBOWED PIERROT
1290,38,38,LARGE MARBLE,LARGE MARBLE
1291,59,60,RED CRACKER,RED POSTMAN
1292,1,1,AFRICAN GIANT SWALLOWTAIL,AFRICAN GIANT SWALLOWTAIL
1293,58,58,RED ADMIRAL,RED ADMIRAL
1294,4,4,APPOLLO,APPOLLO
1295,46,46,ORANGE OAKLEAF,ORANGE OAKLEAF
1296,26,26,EASTERN COMA,EASTERN COMA
1297,30,30,GOLD BANDED,GOLD BANDED
1298,17,17,CLEOPATRA,CLEOPATRA
1299,57,57,QUESTION MARK,QUESTION MARK
